Causas (lista reducida);Sexo;Edad;Lugar de residencia;Total
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 10 a 14 años;Otro municipio de la misma provincia;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 10 a 14 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 10 a 14 años;Otra Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 10 a 14 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 15 a 19 años;Mismo municipio;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 15 a 19 años;Otro municipio de la misma provincia;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 15 a 19 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 15 a 19 años;Otra Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 15 a 19 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 20 a 24 años;Mismo municipio;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 20 a 24 años;Otro municipio de la misma provincia;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 20 a 24 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 20 a 24 años;Otra Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 20 a 24 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 25 a 29 años;Mismo municipio;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 25 a 29 años;Otro municipio de la misma provincia;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 25 a 29 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 25 a 29 años;Otra Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 25 a 29 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 30 a 34 años;Mismo municipio;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 30 a 34 años;Otro municipio de la misma provincia;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 30 a 34 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 30 a 34 años;Otra Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 30 a 34 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 35 a 39 años;Mismo municipio;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 35 a 39 años;Otro municipio de la misma provincia;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 35 a 39 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 35 a 39 años;Otra Comunidad Autónoma;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 35 a 39 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 40 a 44 años;Mismo municipio;2
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 40 a 44 años;Otro municipio de la misma provincia;6
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 40 a 44 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 40 a 44 años;Otra Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 40 a 44 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 45 a 49 años;Mismo municipio;4
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 45 a 49 años;Otro municipio de la misma provincia;2
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 45 a 49 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 45 a 49 años;Otra Comunidad Autónoma;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 45 a 49 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 50 a 54 años;Mismo municipio;6
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 50 a 54 años;Otro municipio de la misma provincia;7
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 50 a 54 años;Otra Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 50 a 54 años;Extranjero;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 55 a 59 años;Mismo municipio;8
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 55 a 59 años;Otro municipio de la misma provincia;9
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 55 a 59 años;Otra Comunidad Autónoma;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 55 a 59 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 60 a 64 años;Mismo municipio;17
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 60 a 64 años;Otro municipio de la misma provincia;9
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 60 a 64 años;Otra Comunidad Autónoma;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 60 a 64 años;Extranjero;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 65 a 69 años;Mismo municipio;17
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 65 a 69 años;Otro municipio de la misma provincia;13
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 65 a 69 años;Otra Comunidad Autónoma;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 65 a 69 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 70 a 74 años;Mismo municipio;28
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 70 a 74 años;Otro municipio de la misma provincia;20
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 70 a 74 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 70 a 74 años;Otra Comunidad Autónoma;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 70 a 74 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 75 a 79 años;Mismo municipio;48
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 75 a 79 años;Otro municipio de la misma provincia;25
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 75 a 79 años;Otra provincia de la misma Comunidad Autónoma;2
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 75 a 79 años;Otra Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 75 a 79 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 80 a 84 años;Mismo municipio;64
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 80 a 84 años;Otro municipio de la misma provincia;31
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 80 a 84 años;Otra provincia de la misma Comunidad Autónoma;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 80 a 84 años;Otra Comunidad Autónoma;3
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 80 a 84 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 85 a 89 años;Mismo municipio;84
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 85 a 89 años;Otro municipio de la misma provincia;38
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 85 a 89 años;Otra provincia de la misma Comunidad Autónoma;2
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 85 a 89 años;Otra Comunidad Autónoma;2
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 85 a 89 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 90 a 94 años;Mismo municipio;60
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 90 a 94 años;Otro municipio de la misma provincia;24
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 90 a 94 años;Otra provincia de la misma Comunidad Autónoma;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 90 a 94 años;Otra Comunidad Autónoma;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 90 a 94 años;Extranjero;0
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 95 años y más;Mismo municipio;14
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 95 años y más;Otro municipio de la misma provincia;5
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 95 años y más;Otra provincia de la misma Comunidad Autónoma;1
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 95 años y más;Otra Comunidad Autónoma;2
027 Tumores malignos de otros órganos genitales femeninos;Mujeres;De 95 años y más;Extranjero;0
028 Tumor maligno de la próstata;Hombres;Menores de 1 año;Mismo municipio;0
028 Tumor maligno de la próstata;Hombres;Menores de 1 año;Otro municipio de la misma provincia;0
028 Tumor maligno de la próstata;Hombres;Menores de 1 año;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;Menores de 1 año;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;Menores de 1 año;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 1 a 4 años;Mismo municipio;0
028 Tumor maligno de la próstata;Hombres;De 1 a 4 años;Otro municipio de la misma provincia;0
028 Tumor maligno de la próstata;Hombres;De 1 a 4 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 1 a 4 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 1 a 4 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 5 a 9 años;Mismo municipio;0
028 Tumor maligno de la próstata;Hombres;De 5 a 9 años;Otro municipio de la misma provincia;0
028 Tumor maligno de la próstata;Hombres;De 5 a 9 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 5 a 9 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 5 a 9 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 10 a 14 años;Mismo municipio;0
028 Tumor maligno de la próstata;Hombres;De 10 a 14 años;Otro municipio de la misma provincia;0
028 Tumor maligno de la próstata;Hombres;De 10 a 14 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 10 a 14 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 10 a 14 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 15 a 19 años;Mismo municipio;0
028 Tumor maligno de la próstata;Hombres;De 15 a 19 años;Otro municipio de la misma provincia;0
028 Tumor maligno de la próstata;Hombres;De 15 a 19 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 15 a 19 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 15 a 19 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 20 a 24 años;Mismo municipio;0
028 Tumor maligno de la próstata;Hombres;De 20 a 24 años;Otro municipio de la misma provincia;0
028 Tumor maligno de la próstata;Hombres;De 20 a 24 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 20 a 24 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 20 a 24 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 25 a 29 años;Mismo municipio;0
028 Tumor maligno de la próstata;Hombres;De 25 a 29 años;Otro municipio de la misma provincia;0
028 Tumor maligno de la próstata;Hombres;De 25 a 29 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 25 a 29 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 25 a 29 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 30 a 34 años;Mismo municipio;1
028 Tumor maligno de la próstata;Hombres;De 30 a 34 años;Otro municipio de la misma provincia;0
028 Tumor maligno de la próstata;Hombres;De 30 a 34 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 30 a 34 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 30 a 34 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 35 a 39 años;Mismo municipio;0
028 Tumor maligno de la próstata;Hombres;De 35 a 39 años;Otro municipio de la misma provincia;1
028 Tumor maligno de la próstata;Hombres;De 35 a 39 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 35 a 39 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 35 a 39 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 40 a 44 años;Mismo municipio;0
028 Tumor maligno de la próstata;Hombres;De 40 a 44 años;Otro municipio de la misma provincia;2
028 Tumor maligno de la próstata;Hombres;De 40 a 44 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 40 a 44 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 40 a 44 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 45 a 49 años;Mismo municipio;4
028 Tumor maligno de la próstata;Hombres;De 45 a 49 años;Otro municipio de la misma provincia;7
028 Tumor maligno de la próstata;Hombres;De 45 a 49 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 45 a 49 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 45 a 49 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 50 a 54 años;Mismo municipio;19
028 Tumor maligno de la próstata;Hombres;De 50 a 54 años;Otro municipio de la misma provincia;20
028 Tumor maligno de la próstata;Hombres;De 50 a 54 años;Otra provincia de la misma Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 50 a 54 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 50 a 54 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 55 a 59 años;Mismo municipio;46
028 Tumor maligno de la próstata;Hombres;De 55 a 59 años;Otro municipio de la misma provincia;31
028 Tumor maligno de la próstata;Hombres;De 55 a 59 años;Otra provincia de la misma Comunidad Autónoma;3
028 Tumor maligno de la próstata;Hombres;De 55 a 59 años;Otra Comunidad Autónoma;0
028 Tumor maligno de la próstata;Hombres;De 55 a 59 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 60 a 64 años;Mismo municipio;105
028 Tumor maligno de la próstata;Hombres;De 60 a 64 años;Otro municipio de la misma provincia;74
028 Tumor maligno de la próstata;Hombres;De 60 a 64 años;Otra provincia de la misma Comunidad Autónoma;3
028 Tumor maligno de la próstata;Hombres;De 60 a 64 años;Otra Comunidad Autónoma;3
028 Tumor maligno de la próstata;Hombres;De 60 a 64 años;Extranjero;0
028 Tumor maligno de la próstata;Hombres;De 65 a 69 años;Mismo municipio;196
028 Tumor maligno de la próstata;Hombres;De 65 a 69 años;Otro municipio de la misma provincia;137
028 Tumor maligno de la próstata;Hombres;De 65 a 69 años;Otra provincia de la misma Comunidad Autónoma;9
